,PPO,MinVariance,DJIA
2015-03-09,998628.9700646226,998578.1117747955,1009125.2485764457
2015-03-10,992016.0598280038,996227.5372508201,990464.2587129213
2015-03-11,993310.5840717737,998150.870249275,988919.434891289
2015-03-12,997738.7592825491,1001080.2513098009,1003489.626132921
2015-03-13,994219.2993242908,998343.0044036615,995307.5907965957
2015-03-16,1002349.6368791809,1002818.7846090923,1008099.0167998631
2015-03-17,1003383.1243899023,1002746.7542659466,1000902.2515875652
2015-03-18,1020195.793112865,1013389.6123561014,1013637.6017456234
2015-03-19,1014418.2524763321,1008788.9132814689,1007067.7469590628
2015-03-20,1025027.2089214865,1013268.8562241133,1016523.3173111938
2015-03-23,1025385.9042754434,1014136.4547708406,1015872.2022725833
2015-03-24,1024245.7563278131,1014060.7342283002,1009989.9337286463
2015-03-25,1016514.1751445284,1009416.4422734897,993582.0538019259
2015-03-26,1012127.6492277757,1005528.9801524614,991321.7153382003
2015-03-27,1013903.1896758177,1008154.6479407619,993252.3891650514
2015-03-30,1021548.1559517205,1011046.4902595724,1008036.8076590842
2015-03-31,1017907.8948096698,1010228.9136537948,996810.9053499971
2015-04-01,1021818.5336472405,1012750.5371203814,992440.3846408698
2015-04-02,1023480.7906238601,1011820.7043805458,996088.7097966583
2015-04-06,1030898.5951963477,1014620.1608767817,1002683.754904309
2015-04-07,1028261.033914158,1015282.0867018375,1002379.2805885248
2015-04-08,1030447.6153172712,1015222.9227603767,1003898.3664733912
2015-04-09,1028959.9737161392,1013283.0442437567,1007050.9899193811
2015-04-10,1032166.1415403207,1016097.8392470193,1012598.0081465498
2015-04-13,1028757.1311394619,1014834.3249923058,1008077.6597885041
2015-04-14,1032157.1513736363,1016761.6727096372,1011423.153475536
2015-04-15,1036821.825188256,1018939.0206635818,1015679.8796472173
2015-04-16,1036437.2016822383,1017830.2017282543,1015296.329627837
2015-04-17,1032225.9863688403,1017002.0775353645,999624.8832620282
2015-04-20,1033084.843668769,1016938.5972016506,1011323.9255150681
2015-04-21,1032934.0367034199,1015873.8064851743,1006538.4216467657
2015-04-22,1032083.215927658,1012537.1717809662,1011511.210076216
2015-04-23,1036464.7570178203,1015184.0822872985,1012656.2744544625
2015-04-24,1037652.874944102,1015801.7969092305,1013859.1670480809
2015-04-27,1039240.1102267157,1015818.0599301184,1011494.4530365344
2015-04-28,1038485.2346151096,1014151.6664597113,1015541.4424043569
2015-04-29,1031200.7109289529,1009717.1612157358,1011357.5491175666
2015-04-30,1022811.9898668338,1007041.8348738174,1000422.2116860966
2015-05-01,1024513.1328314178,1005947.3035365434,1010714.4292678236
2015-05-04,1025130.8484627524,1005803.9055287321,1013312.9751729673
2015-05-05,1016579.2136706861,1002425.8131067483,1005338.9242703377
2015-05-06,1010687.4523244811,998531.3750511913,1000504.1349912069
2015-05-07,1013625.3845067675,1000832.6041657766,1005106.8447469036
2015-05-08,1023006.187173759,1006672.2801268356,1020081.8334961395
2015-05-11,1012324.9764805963,999534.6217333835,1015262.7060253385
2015-05-12,1013060.3457186929,999260.787251781,1013191.2949697885
2015-05-13,1012846.5498976063,999744.5116578972,1012757.2547850931
2015-05-14,1020400.7704729632,1003584.9704220709,1023509.7981039573
2015-05-15,1026751.5679612445,1007958.811496303,1024649.2768023099
2015-05-18,1023130.7094121771,1004622.8801824688,1026125.2105719178
2015-05-19,1018022.5868729089,1001215.1406857516,1026882.7820979179
2015-05-20,1018679.4016146698,1001990.1518100803,1025369.2818929454
2015-05-21,1021585.5871026227,1005251.5956678308,1025388.3389184657
2015-05-22,1020738.814904802,1003988.3833622521,1022375.9050854986
2015-05-26,1015006.8378731343,1003191.6923563512,1011694.5518044977
2015-05-27,1019160.201503928,1005350.7271470621,1018505.0289190363
2015-05-28,1016389.7109964708,1004580.8446351849,1016437.4511732173
2015-05-29,1012758.9778030956,1003560.3216929203,1009964.0862687451
2015-06-01,1012158.1119806948,1000935.7478586015,1011628.9474465284
2015-06-02,1009833.3360929153,998497.8813750125,1010034.7286909324
