date,size,price,sid,symbol,value
2020-07-02 00:00:00,593,89.08516372432459,0,AAPL,-52827.50208852448
2020-07-02 00:00:00,159,210.2008178796387,1,AMGN,-33421.93004286255
2020-07-02 00:00:00,380,90.15380576192044,2,AXP,-34258.446189529765
2020-07-02 00:00:00,184,185.67279183197022,3,BA,-34163.79369708252
2020-07-02 00:00:00,295,114.61940580512125,4,CAT,-33812.72471251077
2020-07-02 00:00:00,208,190.46031923317616,5,CRM,-39615.74640050064
2020-07-02 00:00:00,861,38.98771794157346,6,CSCO,-33568.42514769475
2020-07-02 00:00:00,494,69.55532556632616,7,CVX,-34360.330829765124
2020-07-02 00:00:00,424,112.41030195804349,8,DIS,-47661.96803021044
2020-07-02 00:00:00,231,176.92664950993313,9,GS,-40870.05603679455
2020-07-02 00:00:00,154,219.3209915492601,10,HD,-33775.43269858605
2020-07-02 00:00:00,277,121.42282999805262,11,HON,-33634.12390946058
2020-07-02 00:00:00,471,89.39130440463697,12,IBM,-42103.30437458401
2020-07-02 00:00:00,635,52.790903357606325,13,INTC,-33522.223632080015
2020-07-02 00:00:00,278,120.31742702794983,14,JNJ,-33448.24471377005
2020-07-02 00:00:00,418,81.69536495840526,15,JPM,-34148.6625526134
2020-07-02 00:00:00,1051,38.10871189144836,16,KO,-40052.256197912226
2020-07-02 00:00:00,211,163.95676413240125,17,MCD,-34594.87723193666
2020-07-02 00:00:00,314,107.2648023477944,18,MMM,-33681.14793720744
2020-07-02 00:00:00,539,62.57546913120936,19,MRK,-33728.177861721844
2020-07-02 00:00:00,170,196.01886716936136,20,MSFT,-33323.20741879143
2020-07-02 00:00:00,621,91.04078769667984,21,NKE,-56536.32915963818
2020-07-02 00:00:00,322,104.0410289033067,22,PG,-33501.21130686476
2020-07-02 00:00:00,342,102.29984548411873,23,TRV,-34986.54715556861
2020-07-02 00:00:00,180,272.872679601175,24,UNH,-49117.082328211494
2020-07-02 00:00:00,867,38.67773330964758,25,VZ,-33533.59477946445
2020-07-14 00:00:00,-23,91.78082038395384,0,AAPL,2110.958868830938
2020-07-14 00:00:00,4,201.79679642893575,1,AMGN,-807.187185715743
2020-07-14 00:00:00,-1,86.73183452384092,2,AXP,86.73183452384092
2020-07-14 00:00:00,3,177.08849999999998,3,BA,-531.2655
2020-07-14 00:00:00,-12,116.35301932335803,4,CAT,1396.2362318802964
2020-07-14 00:00:00,-2,183.20724337485893,5,CRM,366.41448674971787
2020-07-14 00:00:00,-12,38.45841266451753,6,CSCO,461.50095197421035
2020-07-14 00:00:00,31,66.45774521426144,7,CVX,-2060.1901016421043
2020-07-14 00:00:00,-11,112.52255029619725,8,DIS,1237.7480532581699
2020-07-14 00:00:00,-5,184.5442932578125,9,GS,922.7214662890626
2020-07-14 00:00:00,-2,216.54496578708395,10,HD,433.0899315741679
2020-07-14 00:00:00,-1,119.56001405246843,11,HON,119.56001405246843
2020-07-14 00:00:00,-1,88.50360873523925,12,IBM,88.50360873523925
2020-07-14 00:00:00,-3,51.562019942208586,13,INTC,154.68605982662575
2020-07-14 00:00:00,-11,123.67132544773861,14,JNJ,1360.3845799251246
2020-07-14 00:00:00,-26,84.74078373066261,15,JPM,2203.260376997228
2020-07-14 00:00:00,-81,37.75119292545651,16,KO,3057.846626961977
2020-07-14 00:00:00,-7,162.20096987442633,17,MCD,1135.4067891209843
2020-07-14 00:00:00,23,105.34573409565346,18,MMM,-2422.9518842000293
2020-07-14 00:00:00,-1,61.69343226162134,19,MRK,61.69343226162134
2020-07-14 00:00:00,-2,196.2514370824332,20,MSFT,392.5028741648664
2020-07-14 00:00:00,26,88.78273993296028,21,NKE,-2308.3512382569675
2020-07-14 00:00:00,-12,106.50540303134812,22,PG,1278.0648363761775
2020-07-14 00:00:00,-11,101.5135216314704,23,TRV,1116.6487379461744
2020-07-14 00:00:00,-4,270.1595474554195,24,UNH,1080.638189821678
2020-07-14 00:00:00,-14,38.63291870928903,25,VZ,540.8608619300464
2020-07-15 00:00:00,-20,95.79696441601462,0,AAPL,1915.9392883202922
2020-07-15 00:00:00,-3,211.40246821257432,1,AMGN,634.2074046377229
2020-07-15 00:00:00,-11,70.11558218668834,7,CVX,771.2714040535718
2020-07-15 00:00:00,-33,118.77216981606139,8,DIS,3919.481603930026
2020-07-15 00:00:00,-12,195.8388370650553,9,GS,2350.0660447806636
2020-07-15 00:00:00,-12,91.32390527089495,12,IBM,1095.8868632507395
2020-07-15 00:00:00,-19,38.919616377942965,16,KO,739.4727111809163
2020-07-15 00:00:00,1,170.0915463888273,17,MCD,-170.0915463888273
2020-07-15 00:00:00,-11,108.76203760647364,18,MMM,1196.38241367121
2020-07-15 00:00:00,5,199.71663708227027,20,MSFT,-998.5831854113513
2020-07-15 00:00:00,80,90.69977531289165,21,NKE,-7255.982025031331
2020-07-15 00:00:00,2,107.93770440989574,23,TRV,-215.8754088197915
2020-07-15 00:00:00,11,273.4356043348365,24,UNH,-3007.7916476832015
2020-07-16 00:00:00,1,93.54124201543216,0,AAPL,-93.54124201543216
2020-07-16 00:00:00,5,183.81450358488638,5,CRM,-919.0725179244318
2020-07-16 00:00:00,-3,68.7627054447957,7,CVX,206.2881163343871
2020-07-16 00:00:00,-7,114.95404327933379,8,DIS,804.6783029553366
2020-07-16 00:00:00,-2,186.44425776016442,9,GS,372.88851552032884
2020-07-16 00:00:00,-10,91.53283156994044,12,IBM,915.3283156994044
2020-07-16 00:00:00,-8,38.88599132627204,16,KO,311.08793061017633
2020-07-16 00:00:00,1,167.6528745118183,17,MCD,-167.6528745118183
2020-07-16 00:00:00,1,108.37406055485822,18,MMM,-108.37406055485822
2020-07-16 00:00:00,3,105.84796905983143,23,TRV,-317.5439071794943
2020-07-16 00:00:00,7,276.9679982500779,24,UNH,-1938.7759877505455
2020-07-17 00:00:00,4,93.95294701651832,0,AAPL,-375.8117880660733
2020-07-17 00:00:00,1,184.52443481249927,5,CRM,-184.52443481249927
2020-07-17 00:00:00,4,68.80818149201149,7,CVX,-275.23272596804594
2020-07-17 00:00:00,5,116.22248105838523,8,DIS,-581.1124052919262
2020-07-17 00:00:00,1,187.76066539178314,9,GS,-187.76066539178314
2020-07-17 00:00:00,-1,92.80865743685222,12,IBM,92.80865743685222
2020-07-17 00:00:00,5,39.101609195637465,16,KO,-195.50804597818734
2020-07-17 00:00:00,-3,109.3602686278052,18,MMM,328.08080588341556
2020-07-17 00:00:00,-6,107.34121231507712,23,TRV,644.0472738904627
2020-07-17 00:00:00,-4,280.3923761612328,24,UNH,1121.5695046449312
2020-07-21 00:00:00,9,96.06960037292201,0,AAPL,-864.626403356298
2020-07-21 00:00:00,-9,193.06743549598943,5,CRM,1737.606919463905
2020-07-21 00:00:00,23,67.29829694905679,7,CVX,-1547.8608298283061
2020-07-21 00:00:00,38,115.39162783860915,8,DIS,-4384.881857867148
2020-07-21 00:00:00,14,185.44541199976493,9,GS,-2596.235767996709
2020-07-21 00:00:00,5,97.95774364613324,12,IBM,-489.7887182306662
2020-07-21 00:00:00,24,39.98511070706642,16,KO,-959.6426569695941
2020-07-21 00:00:00,-4,168.54567723248152,17,MCD,674.1827089299261
2020-07-21 00:00:00,17,106.84287533443884,18,MMM,-1816.3288806854603
2020-07-21 00:00:00,-2,63.42789580269353,19,MRK,126.85579160538705
2020-07-21 00:00:00,-5,203.42053400110748,20,MSFT,1017.1026700055374
2020-07-21 00:00:00,-58,89.23723194602454,21,NKE,5175.7594528694235
2020-07-21 00:00:00,-5,106.11530158304826,23,TRV,530.5765079152413
2020-07-21 00:00:00,-13,276.70926778082026,24,UNH,3597.2204811506635
2020-07-22 00:00:00,-5,93.57356925031523,0,AAPL,467.86784625157617
2020-07-22 00:00:00,-1,215.73732432603956,1,AMGN,215.73732432603956
2020-07-22 00:00:00,14,188.11358028328388,5,CRM,-2633.5901239659743
2020-07-22 00:00:00,-59,69.93674565833967,7,CVX,4126.267993842041
2020-07-22 00:00:00,-54,115.41299931478885,8,DIS,6232.301962998597
2020-07-22 00:00:00,-19,183.73255661897753,9,GS,3490.918575760573
2020-07-22 00:00:00,-38,93.93530382938597,12,IBM,3569.541545516667
2020-07-22 00:00:00,1,54.68171175364383,13,INTC,-54.68171175364383
2020-07-22 00:00:00,15,85.92933047726792,15,JPM,-1288.9399571590188
2020-07-22 00:00:00,-59,40.289789228650925,16,KO,2377.0975644904047
2020-07-22 00:00:00,9,169.48624485933942,17,MCD,-1525.3762037340548
2020-07-22 00:00:00,-3,107.02842312556939,18,MMM,321.0852693767082
2020-07-22 00:00:00,10,199.37353751467492,20,MSFT,-1993.7353751467492
2020-07-22 00:00:00,41,90.46934702292423,21,NKE,-3709.243227939893
2020-07-22 00:00:00,19,106.18585667154811,23,TRV,-2017.5312767594141
2020-07-22 00:00:00,25,276.8317635918638,24,UNH,-6920.7940897965955
2020-07-23 00:00:00,3,93.96263928061762,0,AAPL,-281.88791784185287
2020-07-23 00:00:00,2,116.18338637031268,8,DIS,-232.36677274062535
2020-07-23 00:00:00,7,179.19834246402138,9,GS,-1254.3883972481497
2020-07-23 00:00:00,-3,54.582495816388395,13,INTC,163.7474874491652
2020-07-23 00:00:00,-2,197.2605819880297,20,MSFT,394.5211639760594
2020-07-23 00:00:00,-4,90.55387161144156,21,NKE,362.21548644576626
2020-07-24 00:00:00,18,88.14069426068771,0,AAPL,-1586.5324966923788
2020-07-24 00:00:00,-3,112.98150507263252,8,DIS,338.94451521789756
2020-07-24 00:00:00,3,46.51199928404004,13,INTC,-139.53599785212012
2020-07-24 00:00:00,6,191.00595349369073,20,MSFT,-1146.0357209621443
2020-07-24 00:00:00,1,90.45093095159959,21,NKE,-90.45093095159959
2020-07-28 00:00:00,11,91.41496811552,0,AAPL,-1005.56464927072
2020-07-28 00:00:00,3,211.52256964147142,1,AMGN,-634.5677089244143
2020-07-28 00:00:00,11,168.58425,3,BA,-1854.42675
2020-07-28 00:00:00,-14,124.97817364606998,4,CAT,1749.6944310449796
2020-07-28 00:00:00,3,188.3304861670421,5,CRM,-564.9914585011263
2020-07-28 00:00:00,-2,39.71809586190188,6,CSCO,79.43619172380376
2020-07-28 00:00:00,-2,70.34104128982196,7,CVX,140.68208257964392
2020-07-28 00:00:00,37,112.8599469258565,8,DIS,-4175.818036256691
2020-07-28 00:00:00,9,176.4111972833853,9,GS,-1587.7007755504676
2020-07-28 00:00:00,-6,233.5555209643542,10,HD,1401.3331257861253
2020-07-28 00:00:00,-7,125.40097862904004,11,HON,877.8068504032802
2020-07-28 00:00:00,5,93.96951307730716,12,IBM,-469.8475653865358
2020-07-28 00:00:00,131,44.130655862764755,13,INTC,-5781.115918022183
2020-07-28 00:00:00,2,125.55602157769205,14,JNJ,-251.1120431553841
2020-07-28 00:00:00,-13,40.63443403134382,16,KO,528.2476424074697
2020-07-28 00:00:00,-11,174.04025951683687,17,MCD,1914.4428546852055
2020-07-28 00:00:00,-12,105.69590327118166,18,MMM,1268.3508392541798
2020-07-28 00:00:00,1,63.06926200398142,19,MRK,-63.06926200398142
2020-07-28 00:00:00,-8,193.8521961436067,20,MSFT,1550.8175691488536
2020-07-28 00:00:00,-65,89.26484587316871,21,NKE,5802.214981755966
2020-07-28 00:00:00,-1,103.39688033631111,23,TRV,103.39688033631111
2020-07-28 00:00:00,-15,270.23224852007144,24,UNH,4053.4837278010714
2020-07-28 00:00:00,-16,40.49253418495407,25,VZ,647.8805469592651
2020-07-29 00:00:00,-2,90.73507124553788,0,AAPL,181.47014249107576
2020-07-29 00:00:00,-2,172.81354389953614,3,BA,345.6270877990723
2020-07-29 00:00:00,-13,187.3049516872523,5,CRM,2434.96437193428
2020-07-29 00:00:00,4,39.267002818852916,6,CSCO,-157.06801127541166
2020-07-29 00:00:00,31,69.64092609565914,7,CVX,-2158.868708965433
2020-07-29 00:00:00,19,113.60282747025421,8,DIS,-2158.45372193483
2020-07-29 00:00:00,12,176.2276948580553,9,GS,-2114.7323382966633
2020-07-29 00:00:00,-1,230.28560586794617,10,HD,230.28560586794617
2020-07-29 00:00:00,-5,126.29251124623958,11,HON,631.4625562311979
2020-07-29 00:00:00,35,93.02847206207113,12,IBM,-3255.9965221724897
2020-07-29 00:00:00,-4,44.09545758937402,13,INTC,176.38183035749609
2020-07-29 00:00:00,-2,124.57105953410004,14,JNJ,249.1421190682001
2020-07-29 00:00:00,-9,83.62091417700725,15,JPM,752.5882275930653
2020-07-29 00:00:00,20,40.50681127098575,16,KO,-810.136225419715
2020-07-29 00:00:00,-6,172.02471143012193,17,MCD,1032.1482685807316
2020-07-29 00:00:00,14,106.50261433415095,18,MMM,-1491.0366006781132
2020-07-29 00:00:00,13,88.8749204750224,21,NKE,-1155.3739661752913
2020-07-29 00:00:00,-8,110.26343712687634,22,PG,882.1074970150107
2020-07-29 00:00:00,-11,102.06432032783636,23,TRV,1122.7075236061999
2020-07-29 00:00:00,-10,273.47069622496997,24,UNH,2734.7069622496997
2020-07-29 00:00:00,-20,40.71965532415114,25,VZ,814.3931064830228
2020-07-31 00:00:00,-10,99.5663335053471,0,AAPL,995.663335053471
2020-07-31 00:00:00,5,204.18252454144476,1,AMGN,-1020.9126227072238
2020-07-31 00:00:00,-3,87.77419714290716,2,AXP,263.32259142872147
