date,equity
2021-07-26,1382069.0136747235
2021-07-27,1378727.878660083
2021-07-28,1373938.919840371
2021-07-29,1379962.726372178
2021-07-30,1375676.4185184792
2021-08-02,1373760.4028243565
2021-08-03,1385508.3937339329
2021-08-04,1373490.020069077
2021-08-05,1383354.8817519688
2021-08-06,1387179.4904212498
2021-08-09,1383627.575775101
2021-08-10,1389348.7977370762
2021-08-11,1396951.2295226597
2021-08-12,1399956.8085384413
2021-08-13,1401605.333043965
2021-08-16,1406001.8933352553
2021-08-17,1396888.488374623
2021-08-18,1380655.5635030537
2021-08-19,1378780.0408784908
2021-08-20,1387355.5312249574
2021-08-23,1396138.9664056215
2021-08-24,1397058.1600143036
2021-08-25,1398613.8829757294
2021-08-26,1389924.735690364
2021-08-27,1398558.4690618285
2021-08-30,1398577.108939643
2021-08-31,1397064.693931098
2021-09-01,1395565.8086946858
2021-09-02,1401760.586510995
2021-09-03,1398952.559178689
2021-09-07,1388276.474051434
2021-09-08,1385625.9921101148
2021-09-09,1380156.2890297514
2021-09-10,1370429.770446988
2021-09-13,1379459.9038454555
2021-09-14,1368209.5163894857
2021-09-15,1376905.9901699137
2021-09-16,1373214.8129962992
2021-09-17,1366471.4196552348
2021-09-20,1343878.7645829332
2021-09-21,1340958.5384667527
2021-09-22,1353970.4980919969
2021-09-23,1373091.6519387376
2021-09-24,1371670.5325386936
2021-09-27,1373155.435219242
2021-09-28,1353396.2196468848
2021-09-29,1357693.8213772315
2021-09-30,1338926.8552479285
2021-10-01,1359956.028275284
2021-10-04,1351066.417122635
2021-10-05,1361334.8934791414
2021-10-06,1363977.5108436442
2021-10-07,1376245.5584434366
2021-10-08,1375760.501189824
2021-10-11,1366307.4281879624
2021-10-12,1360677.9531608974
2021-10-13,1361374.5055672084
2021-10-14,1379936.878896371
2021-10-15,1391531.6121884645
2021-10-18,1387627.977935195
2021-10-19,1396855.9208813698
2021-10-20,1405463.6489557447
2021-10-21,1402820.0257600965
2021-10-22,1401007.8845016607
2021-10-25,1402495.43424137
2021-10-26,1403530.9415045537
2021-10-27,1395880.6962849307
2021-10-28,1409353.1655220587
2021-10-29,1412849.3375534613
