train/reward_max,train/ent_coef,train/reward_min,train/reward,train/critic_loss,time/time_elapsed,time/episodes,train/reward_mean,time/fps,time/total_timesteps,train/ent_coef_loss,train/n_updates,train/learning_rate,train/actor_loss
,0.2757241129875183,,6.5097876,893.8642578125,162,4,,71,11572,96.62857818603516,11471,0.0001,2176.61572265625
,0.10719438642263412,,7.0745363,214.56607055664062,325,8,,71,23144,-99.29104614257812,23043,0.0001,1006.9072875976562
,0.034978244453668594,,-0.45711994,53.3231086730957,494,12,,70,34716,-103.4036865234375,34615,0.0001,447.21417236328125
,0.011669734492897987,,-0.93094873,39.262664794921875,703,16,,65,46288,-67.23060607910156,46187,0.0001,201.6453857421875
,0.004078509286046028,,0.45591536,23.977703094482422,905,20,,63,57860,-31.578638076782227,57759,0.0001,110.33857727050781
,0.0024541355669498444,,0.75087065,27.945423126220703,1109,24,,62,69432,-3.783215284347534,69331,0.0001,67.94637298583984
