train/reward_max,train/reward_min,train/reward,time/time_elapsed,train/reward_mean,time/fps,time/total_timesteps,time/iterations,train/value_loss,train/explained_variance,train/entropy_loss,train/clip_fraction,train/loss,train/n_updates,train/approx_kl,train/std,train/policy_gradient_loss,train/learning_rate,train/clip_range
45.540215,-64.772964,-0.15655223,718,0.2429015,193,139264,68,166.4420783519745,0.19303059577941895,-45.27560303211212,0.313720703125,63.23184585571289,670,0.021045098,1.0951603651046753,0.0014092290919506922,0.00025,0.2
12.346506,-18.601103,-0.10695082,728,0.18014783,193,141312,69,160.0042516231537,0.12996476888656616,-45.301923751831055,0.374951171875,77.85818481445312,680,0.07401623,1.0966910123825073,0.005132617233903148,0.00025,0.2
41.60023,-58.761692,1.7743078,742,0.14077672,193,143360,70,35.24832723140717,0.419680655002594,-45.344925832748416,0.261328125,12.852871894836426,690,0.024629833,1.0981484651565552,-0.012082220643060282,0.00025,0.2
45.797306,-69.20499,0.3806951,752,0.20550196,193,145408,71,111.67169399261475,0.16642343997955322,-45.403001165390016,0.263427734375,53.413047790527344,700,0.031526856,1.1014996767044067,-0.009171146855806,0.00025,0.2
25.979757,-26.781792,-26.781792,762,0.22611326,193,147456,72,169.22978649139404,0.13461631536483765,-45.47008450031281,0.260107421875,58.095855712890625,710,0.026263187,1.1033904552459717,0.00254708887077868,0.00025,0.2
51.470535,-66.6617,-1.4529978,773,0.1251934,193,149504,73,104.06993119716644,0.02138000726699829,-45.498447680473326,0.37119140625,51.33525085449219,720,0.038229775,1.1032248735427856,0.002903558533580508,0.00025,0.2
44.69928,-56.926075,-1.7809086,783,0.16607894,193,151552,74,70.42652648687363,0.1872081756591797,-45.51870312690735,0.248046875,35.66639709472656,730,0.030298918,1.105286717414856,-0.007226263714255765,0.00025,0.2
42.919685,-55.74967,2.4668624,794,0.19778858,193,153600,75,130.17271745204926,0.10631006956100464,-45.60499482154846,0.3173828125,37.660221099853516,740,0.035785098,1.109235167503357,0.0007176544371759519,0.00025,0.2
14.210069,-21.144855,-4.092858,804,0.17704707,193,155648,76,130.5041485309601,0.06553345918655396,-45.669030451774596,0.3025390625,53.03925323486328,750,0.027654206,1.109800100326538,0.0027208433297346347,0.00025,0.2
47.814793,-61.008617,2.086302,815,0.17844169,193,157696,77,37.17085503339767,0.0861615538597107,-45.68069429397583,0.42333984375,20.008886337280273,760,0.049884852,1.1108548641204834,0.0014860806084470823,0.00025,0.2
45.07985,-63.527718,3.0057814,825,0.20046812,193,159744,78,154.4445670366287,0.10019415616989136,-45.72796216011047,0.257763671875,114.81629943847656,770,0.02329434,1.1128578186035156,-0.0034606183413416146,0.00025,0.2
30.269705,-29.724226,0.617364,836,0.19991831,193,161792,79,160.72387139797212,0.05776798725128174,-45.79134247303009,0.310107421875,83.88233184814453,780,0.027746208,1.115562915802002,0.005061851171194576,0.00025,0.2
43.036034,-64.150696,-0.00051272823,846,0.16783154,193,163840,80,76.23807661533355,0.16949021816253662,-45.848300671577455,0.282470703125,27.483041763305664,790,0.028030708,1.116806149482727,0.001212873141048476,0.00025,0.2
35.949986,-49.419567,-0.12895772,857,0.16456525,193,165888,81,102.4148632645607,0.23362576961517334,-45.8797449350357,0.27216796875,63.89523696899414,800,0.0254303,1.1179659366607666,-0.0023609834810486064,0.00025,0.2
44.87318,-55.138523,-0.93255514,867,0.21247663,193,167936,82,97.7697010755539,0.2734953761100769,-45.904787039756776,0.315185546875,32.256710052490234,810,0.03370046,1.1187775135040283,-0.00017040150705724955,0.00025,0.2
12.172622,-15.970658,0.75532687,877,0.10580041,193,169984,83,136.23198461532593,0.04277205467224121,-45.93859763145447,0.346728515625,41.591182708740234,820,0.03492958,1.120585322380066,0.0025697912700707094,0.00025,0.2
35.40094,-50.076214,0.0111274,888,0.1633024,193,172032,84,22.78456242084503,0.5921404361724854,-45.954445815086366,0.319384765625,9.27423095703125,830,0.03448588,1.1203137636184692,1.607839949429035e-05,0.00025,0.2
33.28733,-38.72401,-0.2969877,898,0.14386621,193,174080,85,87.51389677524567,0.3250807523727417,-45.957148861885074,0.17587890625,27.031484603881836,840,0.017023966,1.1206860542297363,-0.006562129860685673,0.00025,0.2
26.800444,-24.82947,2.512166,909,0.17527546,193,176128,86,76.71809372901916,0.2766464352607727,-45.975114297866824,0.309814453125,63.84564971923828,850,0.037821323,1.1218942403793335,-0.0026001535676186903,0.00025,0.2
40.07779,-56.238476,1.7524332,919,0.108450614,193,178176,87,58.073465490341185,0.21101808547973633,-46.023032140731814,0.33388671875,17.149255752563477,860,0.043423336,1.124406099319458,0.0029114842385752127,0.00025,0.2
26.315577,-30.650234,-2.1592638,929,0.12293764,193,180224,88,78.0538029909134,0.3230358958244324,-46.08000421524048,0.316748046875,39.250789642333984,870,0.035543397,1.1258164644241333,-0.0047099602685193535,0.00025,0.2
29.222267,-36.716698,-0.11601048,939,0.15267247,193,182272,89,59.802241361141206,0.358734130859375,-46.10555305480957,0.19541015625,29.14208221435547,880,0.04319382,1.1263235807418823,-0.006561794268782251,0.00025,0.2
11.9538965,-11.066999,0.66488016,950,0.1166613,193,184320,90,66.04529602527619,0.024708569049835205,-46.132528281211854,0.31748046875,29.409423828125,890,0.032351673,1.1282517910003662,-0.005120635818457231,0.00025,0.2
31.00355,-36.810585,0.14106642,960,0.13534142,194,186368,91,20.620657759904862,0.5456414818763733,-46.17736203670502,0.311572265625,9.894254684448242,900,0.03950852,1.1289982795715332,0.004087628528941423,0.00025,0.2
34.36401,-38.736183,-1.3423473,970,0.15079394,194,188416,92,69.49563120603561,0.27765125036239624,-46.20085463523865,0.31171875,27.045143127441406,910,0.034064848,1.13093101978302,0.0009269507252611219,0.00025,0.2
12.426041,-19.540665,-2.4995778,980,0.1466545,194,190464,93,84.7045704126358,0.14297521114349365,-46.26546998023987,0.35712890625,72.96142578125,920,0.048760764,1.1333949565887451,0.0030520173895638436,0.00025,0.2
37.6321,-42.116013,0.34576297,991,0.14707445,194,192512,94,27.880661129951477,0.3298819065093994,-46.299938559532166,0.288037109375,13.059732437133789,930,0.022502273,1.1337339878082275,-0.005151411850238219,0.00025,0.2
40.07647,-46.29502,-0.9004251,1001,0.13610691,194,194560,95,80.43510476350784,0.1194922924041748,-46.33429057598114,0.332080078125,52.050575256347656,940,0.031691562,1.1363767385482788,-0.0003628445614594966,0.00025,0.2
17.267485,-22.991175,-0.26550177,1011,0.20393588,194,196608,96,110.06491594314575,0.16188031435012817,-46.39773187637329,0.180322265625,58.859840393066406,950,0.022759601,1.138176441192627,-0.0020412838901393117,0.00025,0.2
42.21195,-43.04379,0.07042634,1022,0.12871118,194,198656,97,50.396754026412964,0.08035165071487427,-46.43872618675232,0.26328125,29.69908905029297,960,0.02610299,1.1399531364440918,0.004260820345371031,0.00025,0.2
48.51077,-50.936928,0.19771416,1032,0.17427693,194,200704,98,66.73877532482148,0.19004136323928833,-46.54582712650299,0.38154296875,37.63661193847656,970,0.030422822,1.1452702283859253,-0.000698687786643859,0.00025,0.2
