,PPO,MinVariance,DJIA
2018-10-15,1681760.4670952016,1457860.9758901212,1415945.9770564365
2018-10-16,1718379.9782908638,1480551.9239377475,1446668.2021810217
2018-10-17,1715293.6626300802,1487580.7768396265,1441523.7909987534
2018-10-18,1695361.6386781775,1476871.8998034876,1423174.0658853943
2018-10-19,1700541.7245684734,1497096.6089235768,1426812.8625284226
2018-10-22,1695361.498688711,1492345.5057832631,1419695.1730197205
2018-10-23,1686598.394426217,1503223.816351097,1412630.7117547127
2018-10-24,1645981.2309354518,1479527.0425033993,1378536.050251843
2018-10-25,1670421.5695461698,1486626.5822288576,1401029.8022307893
2018-10-26,1651894.8466730982,1470988.7289123498,1384417.8807032392
2018-10-29,1643652.9324961493,1470935.3749778396,1370657.3939999503
2018-10-30,1673684.920794155,1498945.4968430554,1394866.497321995
2018-10-31,1687135.1109090568,1501722.0270330878,1408387.456928658
2018-11-01,1697939.3244453142,1501247.5242023263,1423246.4606777444
2018-11-02,1691530.7254864115,1502375.8007802102,1417083.1557689505
2018-11-05,1709449.990988054,1522425.0363656231,1427786.304153851
2018-11-06,1718527.638921708,1532500.9524408379,1437504.8395535355
2018-11-07,1755661.9581106468,1552826.448783108,1468082.4941396909
2018-11-08,1758327.2051370458,1554732.9506747117,1468694.83798845
2018-11-09,1743905.3657502122,1556411.8719134112,1457372.0077047334
2018-11-12,1708801.51243851,1538980.8789880523,1423607.558454414
2018-11-13,1706552.5702898102,1536928.0226459606,1417961.3122667773
2018-11-14,1693139.5459500551,1530285.0225290423,1406410.2357693578
2018-11-15,1712021.7338349118,1539774.7227727757,1418117.1636881302
2018-11-16,1722269.8248824074,1553120.9296368998,1425067.830415692
2018-11-19,1699043.2432273596,1542761.4624668062,1402874.062303988
2018-11-20,1663618.8913381004,1509638.20158127,1371931.4766314318
2018-11-21,1664598.4742131487,1508289.8561094147,1371878.1388646022
2018-11-23,1651808.5970954008,1500246.8468251536,1361855.1291491333
2018-11-26,1676840.8404169742,1512431.7878900792,1381722.2973003313
