,PPO,MinVariance,DJIA
2019-04-01,1795129.3853750592,1612280.06909846,1472463.090977254
2019-04-02,1791905.187732339,1606607.8919136294,1468016.8897817214
2019-04-03,1796782.8946423233,1607838.3164328514,1470203.8477448802
2019-04-04,1802360.7326852593,1615323.4131377232,1479540.4759722122
2019-04-05,1806887.6958063697,1619332.0073111302,1481803.6620374525
2019-04-08,1805496.1100065196,1622572.8867932581,1477094.933886907
2019-04-09,1794493.2225211188,1619694.419268995,1466415.8805917446
2019-04-10,1799361.4698297577,1620554.9747443625,1466784.8640341468
2019-04-11,1798847.54577226,1623391.936600747,1465993.6689056482
2019-04-12,1815735.0582173052,1652844.4012958978,1481092.0902282253
2019-04-15,1814719.0165482657,1655338.4594180295,1479548.2521148096
2019-04-16,1817445.6910580746,1658022.523814895,1483355.2762934654
2019-04-17,1813981.7058732053,1654115.3529962667,1483180.258323457
2019-04-18,1822558.4889693893,1662989.1643585693,1489348.601296469
2019-04-22,1820279.0028187453,1661997.7887938,1486629.5799426339
2019-04-23,1832476.3645177665,1668496.3266735924,1494779.6345234883
2019-04-24,1828612.7999900829,1668758.7727064404,1491452.1026306252
2019-04-25,1824123.1664133258,1668459.1811519144,1483883.5063744106
2019-04-26,1829940.2001674618,1676567.2487664039,1488439.6687976583
2019-04-29,1828965.8321335027,1677686.599100375,1489059.8983121498
2019-04-30,1833669.504062309,1693473.1409607471,1491219.9135840558
2019-05-01,1818535.1640667655,1674244.1615344242,1482092.4745449068
2019-05-02,1813913.7553877565,1675184.3172254283,1475231.5072650528
2019-05-03,1828793.4812249374,1686370.8969311698,1486287.4296683497
2019-05-06,1824125.7358902988,1684813.6467739907,1482560.1383321006
2019-05-07,1794239.4590066145,1665776.5029527044,1456014.358921114
2019-05-08,1790902.7311768571,1664387.4098932156,1456139.9819571588
2019-05-09,1782942.809373071,1662359.1474906928,1448347.0823201074
2019-05-10,1794218.2886918508,1678331.6754264054,1454740.2762896323
2019-05-13,1754166.623341903,1658889.0769723305,1420120.2323073316
2019-05-14,1768504.4458542345,1665406.3679741048,1431731.3274828265
2019-05-15,1775664.8534208024,1672618.3652814126,1438234.373156931
2019-05-16,1795085.2741615188,1687963.59307243,1450271.6228513888
2019-05-17,1787862.4342293278,1685621.4926026338,1444738.0759698465
2019-05-20,1781564.0707610154,1687407.5878713015,1440022.1192923798
2019-05-21,1792748.6366136882,1689033.8008002492,1451093.1558883307
2019-05-22,1790214.5230999421,1694494.679744333,1445445.1573305314
2019-05-23,1774465.1132745156,1688170.14007197,1429399.6894581025
2019-05-24,1779207.4227957397,1692464.3243757826,1434739.161344116
2019-05-28,1761462.566447515,1676168.5976693085,1421397.6006328685
2019-05-29,1746727.260904704,1660227.9634156395,1408984.686584763
2019-05-30,1752043.5423932478,1664044.3936985643,1411422.3430043359
2019-05-31,1727191.7761147215,1646036.1675868626,1391524.2893290184
2019-06-03,1732692.73945299,1663093.2520659606,1391790.1019780864
2019-06-04,1766671.459045105,1680319.4231450427,1420523.386967908
2019-06-05,1785100.7718761542,1698697.443057117,1432152.9915532472
2019-06-06,1796883.2960625836,1711977.4655665956,1442307.7576003305
2019-06-07,1815275.9648604325,1722827.4904175973,1457071.3666986802
2019-06-10,1818379.6544708111,1719562.4157168434,1461486.7918932291
2019-06-11,1821402.8212077976,1723618.9070928458,1460692.20154754
2019-06-12,1818768.259764217,1730832.5599758876,1458242.8261525037
2019-06-13,1826877.0780233056,1738350.2177379683,1463959.1671466518
2019-06-14,1824849.8633047966,1745561.0602736839,1462996.8968810113
2019-06-17,1825658.651112853,1740745.514295233,1464282.1508722806
2019-06-18,1848094.3393839162,1744180.4215069779,1484077.4718468045
2019-06-19,1853687.8540156945,1751757.4893091642,1486234.201424655
2019-06-20,1869299.5377826332,1760082.52920104,1500206.6153945061
2019-06-21,1868493.5789454663,1757805.441364335,1498297.8461946899
2019-06-24,1866462.664357839,1761210.5554451197,1498769.343291615
2019-06-25,1852174.1661063165,1758383.0560394113,1488713.9147281346
2019-06-26,1850029.7074474068,1740974.9939552578,1488074.6281881225
2019-06-27,1850141.2296263361,1742821.2987759388,1487500.3983904042
2019-06-28,1854340.282690914,1748080.3121877292,1491615.292102035
2019-07-01,1866992.7687989266,1757942.2194673757,1498202.451543953
