date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,VZ,WMT
2015-01-02,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
2015-01-05,0.03673197329044342,0.03728792071342468,0.03521811217069626,0.037465937435626984,0.040569204837083817,0.03521811217069626,0.03521811217069626,0.041335199028253555,0.03521811217069626,0.03521811217069626,0.03650016337633133,0.03521811217069626,0.0406409427523613,0.0357104167342186,0.03521811217069626,0.03521811217069626,0.04025939851999283,0.03521811217069626,0.03892909735441208,0.03521811217069626,0.03521811217069626,0.03521811217069626,0.03521811217069626,0.04247017949819565,0.043827831745147705,0.03521811217069626,0.03521811217069626
2015-01-06,0.03915919363498688,0.0370192788541317,0.03520121052861214,0.03678569570183754,0.04428260028362274,0.03520121052861214,0.03536277636885643,0.039193738251924515,0.03520121052861214,0.03520121052861214,0.03520121052861214,0.03555013984441757,0.044284701347351074,0.036456961184740067,0.03520121052861214,0.036618512123823166,0.04131752625107765,0.03520121052861214,0.037260543555021286,0.03520121052861214,0.03520121052861214,0.03520121052861214,0.035447366535663605,0.03765663132071495,0.04118986800312996,0.03520121052861214,0.03520121052861214
2015-01-07,0.03811556100845337,0.035548433661460876,0.035373933613300323,0.035373933613300323,0.04315895959734917,0.035373933613300323,0.037305302917957306,0.03791620582342148,0.035373933613300323,0.035373933613300323,0.035373933613300323,0.03757134824991226,0.04794441908597946,0.035373933613300323,0.035373933613300323,0.035373933613300323,0.04184069484472275,0.035373933613300323,0.035373933613300323,0.035373933613300323,0.035373933613300323,0.035373933613300323,0.035373933613300323,0.04064667224884033,0.038595590740442276,0.035373933613300323,0.035373933613300323
2015-01-08,0.03577069193124771,0.044663406908512115,0.03577069193124771,0.03577069193124771,0.03763773664832115,0.03577069193124771,0.03577069193124771,0.03577069193124771,0.03577069193124771,0.038387686014175415,0.03577069193124771,0.03577069193124771,0.03792731091380119,0.03577069193124771,0.03577069193124771,0.03577069193124771,0.044326867908239365,0.03577069193124771,0.03577069193124771,0.03577069193124771,0.03577069193124771,0.03577069193124771,0.03577069193124771,0.040667932480573654,0.03577069193124771,0.04064660891890526,0.03609926998615265
2015-01-09,0.03724610432982445,0.04501885548233986,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.037417441606521606,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.04899440333247185,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.035717569291591644,0.04144946485757828,0.035717569291591644,0.03914410248398781,0.03637825325131416
2015-01-12,0.037392742931842804,0.04483778402209282,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.03748556599020958,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.0489572249352932,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.03571351617574692,0.04149641469120979,0.03571351617574692,0.039041269570589066,0.03651869297027588
2015-01-13,0.03743364289402962,0.04617488756775856,0.035774532705545425,0.035774532705545425,0.03786109760403633,0.035774532705545425,0.035774532705545425,0.035774532705545425,0.035774532705545425,0.035774532705545425,0.035774532705545425,0.035774532705545425,0.036432892084121704,0.035774532705545425,0.035774532705545425,0.035774532705545425,0.04698026180267334,0.035774532705545425,0.035774532705545425,0.035774532705545425,0.035774532705545425,0.03763207793235779,0.035774532705545425,0.03799969702959061,0.035774532705545425,0.03918187692761421,0.03636195510625839
2015-01-14,0.038259655237197876,0.046214018017053604,0.035702843219041824,0.035702843219041824,0.035702843219041824,0.035702843219041824,0.035702843219041824,0.035702843219041824,0.036224495619535446,0.035702843219041824,0.035702843219041824,0.035702843219041824,0.0357816107571125,0.035702843219041824,0.035702843219041824,0.035702843219041824,0.04898504167795181,0.035702843219041824,0.035702843219041824,0.035702843219041824,0.035702843219041824,0.035702843219041824,0.035702843219041824,0.03968948498368263,0.035702843219041824,0.0388469398021698,0.03764474391937256
2015-01-15,0.03509599342942238,0.04794307425618172,0.03509599342942238,0.03509599342942238,0.03509599342942238,0.03509599342942238,0.03509599342942238,0.03509599342942238,0.03509599342942238,0.03882554918527603,0.03509599342942238,0.03838510438799858,0.04032420739531517,0.035332873463630676,0.03610764071345329,0.03509599342942238,0.040879469364881516,0.039964161813259125,0.03509599342942238,0.03509599342942238,0.03509599342942238,0.042396217584609985,0.03509599342942238,0.03827548772096634,0.03509599342942238,0.039724111557006836,0.035402245819568634
