date,ticker,side,size,price,value,comm
2015-01-05,AAPL,BUY,1454,24.042134423807454,34957.26345221604,34.95726345221604
2015-01-05,AMGN,BUY,306,114.56046993108157,35055.50379891096,35.05550379891096
2015-01-05,AXP,BUY,445,78.83630587908294,35082.15611619191,35.08215611619191
2015-01-05,BA,BUY,309,113.63096590977253,35111.96846611971,35.111968466119706
2015-01-05,CAT,BUY,509,67.93028273801637,34576.513913650335,34.57651391365034
2015-01-05,CRM,BUY,602,58.38284863687778,35146.474879400426,35.14647487940043
2015-01-05,CSCO,BUY,1794,19.490304602409566,34965.60645672276,34.96560645672276
2015-01-05,CVX,BUY,506,68.67711488746416,34750.620133056866,34.75062013305686
2015-01-05,DIS,BUY,412,85.0017079897725,35020.70369178627,35.02070369178628
2015-01-05,GS,BUY,226,155.25912836233616,35088.56300988797,35.08856300988797
2015-01-05,HD,BUY,443,78.87245606200712,34940.49803546915,34.940498035469155
2015-01-05,HON,BUY,496,70.70079625444846,35067.59494220644,35.06759494220644
2015-01-05,IBM,BUY,363,96.38178466193744,34986.587832283294,34.98658783228329
2015-01-05,INTC,BUY,1261,27.910402084350583,35195.017028366085,35.19501702836609
2015-01-05,JNJ,BUY,459,76.58690407562256,35153.38897071075,35.15338897071076
2015-01-05,JPM,BUY,760,46.118804172839596,35050.29117135809,35.05029117135809
2015-01-05,KO,BUY,1189,29.594803281784056,35188.22110204124,35.18822110204125
2015-01-05,MCD,BUY,500,70.31303201293944,35156.51600646972,35.15651600646972
2015-01-05,MMM,BUY,367,95.43429479020826,35024.38618800643,35.02438618800643
2015-01-05,MRK,BUY,914,38.50359428787231,35192.28517911529,35.192285179115295
2015-01-05,MSFT,BUY,884,39.742172552901145,35132.08053676461,35.132080536764605
2015-01-05,NKE,BUY,855,40.90100924068325,34970.36290078418,34.97036290078418
2015-01-05,PG,BUY,536,65.5885105934143,35155.44167807006,35.15544167807007
2015-01-05,TRV,BUY,426,82.31498117414763,35066.18198018689,35.06618198018689
2015-01-05,UNH,BUY,419,83.55427922049974,35009.24299338939,35.009242993389385
2015-01-05,VZ,BUY,1367,25.745841493606562,35194.56532176017,35.19456532176017
2015-01-05,WMT,BUY,1521,23.139102450370785,35194.57482701397,35.19457482701397
2015-01-06,KO,SELL,-279,29.65020965329018,8256.950115617752,8.27240849326796
2015-01-06,PG,SELL,-123,65.21145755004883,8067.386802989959,8.021009278656006
2015-01-06,JNJ,SELL,-105,75.9759548110962,8041.624927940368,7.977475255165101
2015-01-06,BA,SELL,-70,112.81361349868774,7954.167613684076,7.896952944908143
2015-01-06,TRV,SELL,-95,81.4373264579773,7819.923211544025,7.736546013507844
2015-01-06,IBM,SELL,-80,95.28226819992067,7710.542772954996,7.622581455993654
2015-01-06,UNH,SELL,-92,82.40676642227173,7686.993688285975,7.581422510848999
2015-01-06,HON,SELL,-109,69.54781215286255,7706.3867917348825,7.580711524662018
2015-01-06,CSCO,SELL,-394,19.203785561561585,7679.180013349369,7.5662915112552644
2015-01-06,HD,SELL,-96,77.66717115783692,7571.755781952683,7.456048431152344
2015-01-06,AAPL,SELL,-310,23.49930518436432,7453.061671380311,7.28478460715294
2015-01-06,JPM,SELL,-160,44.81530772972107,7379.008667654334,7.170449236755371
2015-01-06,CAT,SELL,-97,65.35076926803589,6589.237425587588,6.339024618999481
2015-01-06,AMGN,SELL,-49,113.34811326599122,5613.463026622997,5.55405755003357
2015-01-06,INTC,SELL,-113,27.56810488033295,3153.875435531616,3.1151958514776235
