date,size,price,sid,symbol,value
2015-01-05 00:00:00,1454,24.042134423807454,0,AAPL,-34957.26345221604
2015-01-05 00:00:00,306,114.56046993108157,1,AMGN,-35055.50379891096
2015-01-05 00:00:00,445,78.83630587908294,2,AXP,-35082.15611619191
2015-01-05 00:00:00,309,113.63096590977251,3,BA,-35111.96846611971
2015-01-05 00:00:00,509,67.93028273801637,4,CAT,-34576.513913650335
2015-01-05 00:00:00,602,58.38284863687779,5,CRM,-35146.474879400426
2015-01-05 00:00:00,1794,19.490304602409566,6,CSCO,-34965.60645672276
2015-01-05 00:00:00,506,68.67711488746416,7,CVX,-34750.620133056866
2015-01-05 00:00:00,412,85.00170798977251,8,DIS,-35020.70369178627
2015-01-05 00:00:00,226,155.25912836233616,9,GS,-35088.56300988797
2015-01-05 00:00:00,443,78.87245606200712,10,HD,-34940.49803546915
2015-01-05 00:00:00,496,70.70079625444846,11,HON,-35067.59494220644
2015-01-05 00:00:00,363,96.38178466193744,12,IBM,-34986.587832283294
2015-01-05 00:00:00,1261,27.910402084350583,13,INTC,-35195.017028366085
2015-01-05 00:00:00,459,76.58690407562256,14,JNJ,-35153.38897071075
2015-01-05 00:00:00,760,46.11880417283959,15,JPM,-35050.29117135809
2015-01-05 00:00:00,1189,29.594803281784056,16,KO,-35188.22110204124
2015-01-05 00:00:00,500,70.31303201293944,17,MCD,-35156.51600646972
2015-01-05 00:00:00,367,95.43429479020826,18,MMM,-35024.38618800643
2015-01-05 00:00:00,914,38.50359428787231,19,MRK,-35192.28517911529
2015-01-05 00:00:00,884,39.74217255290114,20,MSFT,-35132.08053676461
2015-01-05 00:00:00,855,40.90100924068325,21,NKE,-34970.36290078418
2015-01-05 00:00:00,536,65.5885105934143,22,PG,-35155.44167807006
2015-01-05 00:00:00,426,82.31498117414763,23,TRV,-35066.18198018689
2015-01-05 00:00:00,419,83.55427922049972,24,UNH,-35009.24299338939
2015-01-05 00:00:00,1367,25.745841493606566,25,VZ,-35194.56532176017
2015-01-05 00:00:00,1521,23.13910245037079,26,WMT,-35194.57482701397
2015-01-06 00:00:00,-107,23.49930518436432,0,AAPL,2514.4256547269824
2015-01-06 00:00:00,-3,113.34811326599122,1,AMGN,340.04433979797363
2015-01-06 00:00:00,-33,76.91146857070923,2,AXP,2538.0784628334045
2015-01-06 00:00:00,-28,112.81361349868774,3,BA,3158.7811779632566
2015-01-06 00:00:00,68,65.41615272903442,4,CAT,-4448.2983855743405
2015-01-06 00:00:00,49,57.35699134254455,5,CRM,-2810.492575784683
2015-01-06 00:00:00,533,19.222998953819275,6,CSCO,-10245.858442385674
2015-01-06 00:00:00,-31,66.71683089065552,7,CVX,2068.2217576103208
2015-01-06 00:00:00,-35,84.07639475250245,8,DIS,2942.673816337586
2015-01-06 00:00:00,70,150.77368290710447,9,GS,-10554.157803497314
2015-01-06 00:00:00,-35,77.66717115783692,10,HD,2718.3509905242922
2015-01-06 00:00:00,-40,69.54781215286255,11,HON,2781.912486114502
2015-01-06 00:00:00,-30,95.28226819992067,12,IBM,2858.46804599762
2015-01-06 00:00:00,27,27.59568677616119,13,INTC,-745.0835429563522
2015-01-06 00:00:00,-29,75.9759548110962,14,JNJ,2203.30268952179
2015-01-06 00:00:00,-53,44.81530772972107,15,JPM,2375.211309675217
2015-01-06 00:00:00,-66,29.650209653290176,16,KO,1956.9138371171516
2015-01-06 00:00:00,-44,69.46698100662232,17,MCD,3056.547164291382
2015-01-06 00:00:00,-17,93.47464737701416,18,MMM,1589.0690054092408
2015-01-06 00:00:00,-103,39.19764251721565,19,MRK,4037.357179273212
2015-01-06 00:00:00,30,39.42168997764587,20,MSFT,-1182.650699329376
2015-01-06 00:00:00,161,40.46701599884033,21,NKE,-6515.189575813293
2015-01-06 00:00:00,-12,65.21145755004883,22,PG,782.537490600586
2015-01-06 00:00:00,-19,81.4373264579773,23,TRV,1547.309202701569
2015-01-06 00:00:00,20,82.48921441268921,24,UNH,-1649.784288253784
2015-01-06 00:00:00,280,25.53202766990662,25,VZ,-7148.967747573854
2015-01-06 00:00:00,-94,23.097927808087963,26,WMT,2171.2052139602683
2015-01-07 00:00:00,-11,23.610634176714214,0,AAPL,259.71697594385637
2015-01-07 00:00:00,6,109.80606578063964,1,AMGN,-658.8363946838379
2015-01-07 00:00:00,4,75.34765255737304,2,AXP,-301.39061022949215
2015-01-07 00:00:00,7,64.99524993896485,4,CAT,-454.96674957275394
2015-01-07 00:00:00,16,56.40054640960693,5,CRM,-902.4087425537109
2015-01-07 00:00:00,-14,19.19669377231598,6,CSCO,268.7537128124237
2015-01-07 00:00:00,-4,66.68595491790772,7,CVX,266.7438196716309
2015-01-07 00:00:00,-1,83.86350192360972,8,DIS,83.86350192360972
2015-01-07 00:00:00,6,147.7236051635742,9,GS,-886.3416309814452
2015-01-07 00:00:00,-2,78.2739133027232,10,HD,156.5478266054464
2015-01-07 00:00:00,-3,69.70292847772926,11,HON,209.1087854331878
2015-01-07 00:00:00,4,93.32067724227905,12,IBM,-373.2827089691162
2015-01-07 00:00:00,20,27.081385946273798,13,INTC,-541.627718925476
2015-01-07 00:00:00,-14,76.02864073260552,14,JNJ,1064.4009702564774
2015-01-07 00:00:00,11,43.6969779510498,15,JPM,-480.66675746154783
2015-01-07 00:00:00,-30,29.88887789027678,16,KO,896.6663367083034
2015-01-07 00:00:00,-5,69.97645736465779,17,MCD,349.88228682328895
2015-01-07 00:00:00,-10,92.69324755113003,18,MMM,926.9324755113003
2015-01-07 00:00:00,-37,40.617508300542944,19,MRK,1502.8478071200889
2015-01-07 00:00:00,4,38.84309271812439,20,MSFT,-155.37237087249756
2015-01-07 00:00:00,7,40.22896673583984,21,NKE,-281.6027671508789
2015-01-07 00:00:00,17,64.97935759735107,22,PG,-1104.6490791549681
2015-01-07 00:00:00,11,80.79105435562133,23,TRV,-888.7015979118346
2015-01-07 00:00:00,-30,82.28164545194993,24,UNH,2468.4493635584977
2015-01-07 00:00:00,61,25.789707638740538,25,VZ,-1573.1721659631728
2015-01-07 00:00:00,-12,23.334857041627583,26,WMT,280.018284499531
2015-01-08 00:00:00,-12,113.52744402694702,1,AMGN,1362.3293283233643
2015-01-08 00:00:00,-3,77.55130863524481,2,AXP,232.6539259057344
